,operand_1,operand_2,result,is_train,input_str,tokenized
2427,16,97,113,True,16+97=113EOSPADPADPAD,"[1, 6, 10, 9, 7, 11, 1, 1, 3, 12, 13, 13, 13]"
2428,16,98,114,False,16+98=114EOSPADPADPAD,"[1, 6, 10, 9, 8, 11, 1, 1, 4, 12, 13, 13, 13]"
2429,16,99,115,False,16+99=115EOSPADPADPAD,"[1, 6, 10, 9, 9, 11, 1, 1, 5, 12, 13, 13, 13]"
2430,17,10,27,True,17+10=27EOSPADPADPADPAD,"[1, 7, 10, 1, 0, 11, 2, 7, 12, 13, 13, 13, 13]"
2431,17,11,28,True,17+11=28EOSPADPADPADPAD,"[1, 7, 10, 1, 1, 11, 2, 8, 12, 13, 13, 13, 13]"
2432,17,12,29,True,17+12=29EOSPADPADPADPAD,"[1, 7, 10, 1, 2, 11, 2, 9, 12, 13, 13, 13, 13]"
2433,17,13,30,False,17+13=30EOSPADPADPADPAD,"[1, 7, 10, 1, 3, 11, 3, 0, 12, 13, 13, 13, 13]"
2434,17,14,31,False,17+14=31EOSPADPADPADPAD,"[1, 7, 10, 1, 4, 11, 3, 1, 12, 13, 13, 13, 13]"
2435,17,15,32,False,17+15=32EOSPADPADPADPAD,"[1, 7, 10, 1, 5, 11, 3, 2, 12, 13, 13, 13, 13]"
2436,17,16,33,False,17+16=33EOSPADPADPADPAD,"[1, 7, 10, 1, 6, 11, 3, 3, 12, 13, 13, 13, 13]"
2437,17,17,34,False,17+17=34EOSPADPADPADPAD,"[1, 7, 10, 1, 7, 11, 3, 4, 12, 13, 13, 13, 13]"
2438,17,18,35,True,17+18=35EOSPADPADPADPAD,"[1, 7, 10, 1, 8, 11, 3, 5, 12, 13, 13, 13, 13]"
2439,17,19,36,False,17+19=36EOSPADPADPADPAD,"[1, 7, 10, 1, 9, 11, 3, 6, 12, 13, 13, 13, 13]"
2440,17,20,37,False,17+20=37EOSPADPADPADPAD,"[1, 7, 10, 2, 0, 11, 3, 7, 12, 13, 13, 13, 13]"
2441,17,21,38,True,17+21=38EOSPADPADPADPAD,"[1, 7, 10, 2, 1, 11, 3, 8, 12, 13, 13, 13, 13]"
2442,17,22,39,False,17+22=39EOSPADPADPADPAD,"[1, 7, 10, 2, 2, 11, 3, 9, 12, 13, 13, 13, 13]"
2443,17,23,40,True,17+23=40EOSPADPADPADPAD,"[1, 7, 10, 2, 3, 11, 4, 0, 12, 13, 13, 13, 13]"
2444,17,24,41,True,17+24=41EOSPADPADPADPAD,"[1, 7, 10, 2, 4, 11, 4, 1, 12, 13, 13, 13, 13]"
2445,17,25,42,True,17+25=42EOSPADPADPADPAD,"[1, 7, 10, 2, 5, 11, 4, 2, 12, 13, 13, 13, 13]"
2446,17,26,43,True,17+26=43EOSPADPADPADPAD,"[1, 7, 10, 2, 6, 11, 4, 3, 12, 13, 13, 13, 13]"
2447,17,27,44,True,17+27=44EOSPADPADPADPAD,"[1, 7, 10, 2, 7, 11, 4, 4, 12, 13, 13, 13, 13]"
2448,17,28,45,False,17+28=45EOSPADPADPADPAD,"[1, 7, 10, 2, 8, 11, 4, 5, 12, 13, 13, 13, 13]"
2449,17,29,46,False,17+29=46EOSPADPADPADPAD,"[1, 7, 10, 2, 9, 11, 4, 6, 12, 13, 13, 13, 13]"
2450,17,30,47,False,17+30=47EOSPADPADPADPAD,"[1, 7, 10, 3, 0, 11, 4, 7, 12, 13, 13, 13, 13]"
2451,17,31,48,False,17+31=48EOSPADPADPADPAD,"[1, 7, 10, 3, 1, 11, 4, 8, 12, 13, 13, 13, 13]"
2452,17,32,49,True,17+32=49EOSPADPADPADPAD,"[1, 7, 10, 3, 2, 11, 4, 9, 12, 13, 13, 13, 13]"
2453,17,33,50,False,17+33=50EOSPADPADPADPAD,"[1, 7, 10, 3, 3, 11, 5, 0, 12, 13, 13, 13, 13]"
2454,17,34,51,True,17+34=51EOSPADPADPADPAD,"[1, 7, 10, 3, 4, 11, 5, 1, 12, 13, 13, 13, 13]"
2455,17,35,52,True,17+35=52EOSPADPADPADPAD,"[1, 7, 10, 3, 5, 11, 5, 2, 12, 13, 13, 13, 13]"
2456,17,36,53,True,17+36=53EOSPADPADPADPAD,"[1, 7, 10, 3, 6, 11, 5, 3, 12, 13, 13, 13, 13]"
2457,17,37,54,True,17+37=54EOSPADPADPADPAD,"[1, 7, 10, 3, 7, 11, 5, 4, 12, 13, 13, 13, 13]"
2458,17,38,55,False,17+38=55EOSPADPADPADPAD,"[1, 7, 10, 3, 8, 11, 5, 5, 12, 13, 13, 13, 13]"
2459,17,39,56,False,17+39=56EOSPADPADPADPAD,"[1, 7, 10, 3, 9, 11, 5, 6, 12, 13, 13, 13, 13]"
2460,17,40,57,False,17+40=57EOSPADPADPADPAD,"[1, 7, 10, 4, 0, 11, 5, 7, 12, 13, 13, 13, 13]"
2461,17,41,58,True,17+41=58EOSPADPADPADPAD,"[1, 7, 10, 4, 1, 11, 5, 8, 12, 13, 13, 13, 13]"
2462,17,42,59,True,17+42=59EOSPADPADPADPAD,"[1, 7, 10, 4, 2, 11, 5, 9, 12, 13, 13, 13, 13]"
2463,17,43,60,True,17+43=60EOSPADPADPADPAD,"[1, 7, 10, 4, 3, 11, 6, 0, 12, 13, 13, 13, 13]"
2464,17,44,61,False,17+44=61EOSPADPADPADPAD,"[1, 7, 10, 4, 4, 11, 6, 1, 12, 13, 13, 13, 13]"
2465,17,45,62,True,17+45=62EOSPADPADPADPAD,"[1, 7, 10, 4, 5, 11, 6, 2, 12, 13, 13, 13, 13]"
2466,17,46,63,True,17+46=63EOSPADPADPADPAD,"[1, 7, 10, 4, 6, 11, 6, 3, 12, 13, 13, 13, 13]"
2467,17,47,64,False,17+47=64EOSPADPADPADPAD,"[1, 7, 10, 4, 7, 11, 6, 4, 12, 13, 13, 13, 13]"
2468,17,48,65,False,17+48=65EOSPADPADPADPAD,"[1, 7, 10, 4, 8, 11, 6, 5, 12, 13, 13, 13, 13]"
2469,17,49,66,False,17+49=66EOSPADPADPADPAD,"[1, 7, 10, 4, 9, 11, 6, 6, 12, 13, 13, 13, 13]"
2470,17,50,67,True,17+50=67EOSPADPADPADPAD,"[1, 7, 10, 5, 0, 11, 6, 7, 12, 13, 13, 13, 13]"
2471,17,51,68,True,17+51=68EOSPADPADPADPAD,"[1, 7, 10, 5, 1, 11, 6, 8, 12, 13, 13, 13, 13]"
2472,17,52,69,False,17+52=69EOSPADPADPADPAD,"[1, 7, 10, 5, 2, 11, 6, 9, 12, 13, 13, 13, 13]"
2473,17,53,70,True,17+53=70EOSPADPADPADPAD,"[1, 7, 10, 5, 3, 11, 7, 0, 12, 13, 13, 13, 13]"
2474,17,54,71,False,17+54=71EOSPADPADPADPAD,"[1, 7, 10, 5, 4, 11, 7, 1, 12, 13, 13, 13, 13]"
2475,17,55,72,True,17+55=72EOSPADPADPADPAD,"[1, 7, 10, 5, 5, 11, 7, 2, 12, 13, 13, 13, 13]"
2476,17,56,73,True,17+56=73EOSPADPADPADPAD,"[1, 7, 10, 5, 6, 11, 7, 3, 12, 13, 13, 13, 13]"
2477,17,57,74,False,17+57=74EOSPADPADPADPAD,"[1, 7, 10, 5, 7, 11, 7, 4, 12, 13, 13, 13, 13]"
2478,17,58,75,True,17+58=75EOSPADPADPADPAD,"[1, 7, 10, 5, 8, 11, 7, 5, 12, 13, 13, 13, 13]"
2479,17,59,76,False,17+59=76EOSPADPADPADPAD,"[1, 7, 10, 5, 9, 11, 7, 6, 12, 13, 13, 13, 13]"
2480,17,60,77,True,17+60=77EOSPADPADPADPAD,"[1, 7, 10, 6, 0, 11, 7, 7, 12, 13, 13, 13, 13]"
2481,17,61,78,True,17+61=78EOSPADPADPADPAD,"[1, 7, 10, 6, 1, 11, 7, 8, 12, 13, 13, 13, 13]"
2482,17,62,79,True,17+62=79EOSPADPADPADPAD,"[1, 7, 10, 6, 2, 11, 7, 9, 12, 13, 13, 13, 13]"
2483,17,63,80,False,17+63=80EOSPADPADPADPAD,"[1, 7, 10, 6, 3, 11, 8, 0, 12, 13, 13, 13, 13]"
2484,17,64,81,False,17+64=81EOSPADPADPADPAD,"[1, 7, 10, 6, 4, 11, 8, 1, 12, 13, 13, 13, 13]"
2485,17,65,82,False,17+65=82EOSPADPADPADPAD,"[1, 7, 10, 6, 5, 11, 8, 2, 12, 13, 13, 13, 13]"
2486,17,66,83,False,17+66=83EOSPADPADPADPAD,"[1, 7, 10, 6, 6, 11, 8, 3, 12, 13, 13, 13, 13]"
2487,17,67,84,True,17+67=84EOSPADPADPADPAD,"[1, 7, 10, 6, 7, 11, 8, 4, 12, 13, 13, 13, 13]"
2488,17,68,85,False,17+68=85EOSPADPADPADPAD,"[1, 7, 10, 6, 8, 11, 8, 5, 12, 13, 13, 13, 13]"
2489,17,69,86,False,17+69=86EOSPADPADPADPAD,"[1, 7, 10, 6, 9, 11, 8, 6, 12, 13, 13, 13, 13]"
2490,17,70,87,True,17+70=87EOSPADPADPADPAD,"[1, 7, 10, 7, 0, 11, 8, 7, 12, 13, 13, 13, 13]"
2491,17,71,88,False,17+71=88EOSPADPADPADPAD,"[1, 7, 10, 7, 1, 11, 8, 8, 12, 13, 13, 13, 13]"
2492,17,72,89,True,17+72=89EOSPADPADPADPAD,"[1, 7, 10, 7, 2, 11, 8, 9, 12, 13, 13, 13, 13]"
2493,17,73,90,True,17+73=90EOSPADPADPADPAD,"[1, 7, 10, 7, 3, 11, 9, 0, 12, 13, 13, 13, 13]"
2494,17,74,91,True,17+74=91EOSPADPADPADPAD,"[1, 7, 10, 7, 4, 11, 9, 1, 12, 13, 13, 13, 13]"
2495,17,75,92,False,17+75=92EOSPADPADPADPAD,"[1, 7, 10, 7, 5, 11, 9, 2, 12, 13, 13, 13, 13]"
2496,17,76,93,False,17+76=93EOSPADPADPADPAD,"[1, 7, 10, 7, 6, 11, 9, 3, 12, 13, 13, 13, 13]"
2497,17,77,94,False,17+77=94EOSPADPADPADPAD,"[1, 7, 10, 7, 7, 11, 9, 4, 12, 13, 13, 13, 13]"
2498,17,78,95,True,17+78=95EOSPADPADPADPAD,"[1, 7, 10, 7, 8, 11, 9, 5, 12, 13, 13, 13, 13]"
2499,17,79,96,False,17+79=96EOSPADPADPADPAD,"[1, 7, 10, 7, 9, 11, 9, 6, 12, 13, 13, 13, 13]"
2500,17,80,97,False,17+80=97EOSPADPADPADPAD,"[1, 7, 10, 8, 0, 11, 9, 7, 12, 13, 13, 13, 13]"
2501,17,81,98,True,17+81=98EOSPADPADPADPAD,"[1, 7, 10, 8, 1, 11, 9, 8, 12, 13, 13, 13, 13]"
2502,17,82,99,True,17+82=99EOSPADPADPADPAD,"[1, 7, 10, 8, 2, 11, 9, 9, 12, 13, 13, 13, 13]"
2503,17,83,100,True,17+83=100EOSPADPADPAD,"[1, 7, 10, 8, 3, 11, 1, 0, 0, 12, 13, 13, 13]"
2504,17,84,101,False,17+84=101EOSPADPADPAD,"[1, 7, 10, 8, 4, 11, 1, 0, 1, 12, 13, 13, 13]"
2505,17,85,102,True,17+85=102EOSPADPADPAD,"[1, 7, 10, 8, 5, 11, 1, 0, 2, 12, 13, 13, 13]"
2506,17,86,103,False,17+86=103EOSPADPADPAD,"[1, 7, 10, 8, 6, 11, 1, 0, 3, 12, 13, 13, 13]"
2507,17,87,104,True,17+87=104EOSPADPADPAD,"[1, 7, 10, 8, 7, 11, 1, 0, 4, 12, 13, 13, 13]"
2508,17,88,105,True,17+88=105EOSPADPADPAD,"[1, 7, 10, 8, 8, 11, 1, 0, 5, 12, 13, 13, 13]"
2509,17,89,106,True,17+89=106EOSPADPADPAD,"[1, 7, 10, 8, 9, 11, 1, 0, 6, 12, 13, 13, 13]"
2510,17,90,107,False,17+90=107EOSPADPADPAD,"[1, 7, 10, 9, 0, 11, 1, 0, 7, 12, 13, 13, 13]"
2511,17,91,108,False,17+91=108EOSPADPADPAD,"[1, 7, 10, 9, 1, 11, 1, 0, 8, 12, 13, 13, 13]"
2512,17,92,109,True,17+92=109EOSPADPADPAD,"[1, 7, 10, 9, 2, 11, 1, 0, 9, 12, 13, 13, 13]"
2513,17,93,110,True,17+93=110EOSPADPADPAD,"[1, 7, 10, 9, 3, 11, 1, 1, 0, 12, 13, 13, 13]"
2514,17,94,111,False,17+94=111EOSPADPADPAD,"[1, 7, 10, 9, 4, 11, 1, 1, 1, 12, 13, 13, 13]"
2515,17,95,112,True,17+95=112EOSPADPADPAD,"[1, 7, 10, 9, 5, 11, 1, 1, 2, 12, 13, 13, 13]"
2516,17,96,113,True,17+96=113EOSPADPADPAD,"[1, 7, 10, 9, 6, 11, 1, 1, 3, 12, 13, 13, 13]"
2517,17,97,114,False,17+97=114EOSPADPADPAD,"[1, 7, 10, 9, 7, 11, 1, 1, 4, 12, 13, 13, 13]"
2518,17,98,115,False,17+98=115EOSPADPADPAD,"[1, 7, 10, 9, 8, 11, 1, 1, 5, 12, 13, 13, 13]"
2519,17,99,116,True,17+99=116EOSPADPADPAD,"[1, 7, 10, 9, 9, 11, 1, 1, 6, 12, 13, 13, 13]"
2520,18,10,28,True,18+10=28EOSPADPADPADPAD,"[1, 8, 10, 1, 0, 11, 2, 8, 12, 13, 13, 13, 13]"
2521,18,11,29,False,18+11=29EOSPADPADPADPAD,"[1, 8, 10, 1, 1, 11, 2, 9, 12, 13, 13, 13, 13]"
2522,18,12,30,True,18+12=30EOSPADPADPADPAD,"[1, 8, 10, 1, 2, 11, 3, 0, 12, 13, 13, 13, 13]"
2523,18,13,31,True,18+13=31EOSPADPADPADPAD,"[1, 8, 10, 1, 3, 11, 3, 1, 12, 13, 13, 13, 13]"
2524,18,14,32,False,18+14=32EOSPADPADPADPAD,"[1, 8, 10, 1, 4, 11, 3, 2, 12, 13, 13, 13, 13]"
2525,18,15,33,True,18+15=33EOSPADPADPADPAD,"[1, 8, 10, 1, 5, 11, 3, 3, 12, 13, 13, 13, 13]"
2526,18,16,34,True,18+16=34EOSPADPADPADPAD,"[1, 8, 10, 1, 6, 11, 3, 4, 12, 13, 13, 13, 13]"
2527,18,17,35,False,18+17=35EOSPADPADPADPAD,"[1, 8, 10, 1, 7, 11, 3, 5, 12, 13, 13, 13, 13]"
2528,18,18,36,True,18+18=36EOSPADPADPADPAD,"[1, 8, 10, 1, 8, 11, 3, 6, 12, 13, 13, 13, 13]"
2529,18,19,37,True,18+19=37EOSPADPADPADPAD,"[1, 8, 10, 1, 9, 11, 3, 7, 12, 13, 13, 13, 13]"
2530,18,20,38,True,18+20=38EOSPADPADPADPAD,"[1, 8, 10, 2, 0, 11, 3, 8, 12, 13, 13, 13, 13]"
2531,18,21,39,False,18+21=39EOSPADPADPADPAD,"[1, 8, 10, 2, 1, 11, 3, 9, 12, 13, 13, 13, 13]"
2532,18,22,40,True,18+22=40EOSPADPADPADPAD,"[1, 8, 10, 2, 2, 11, 4, 0, 12, 13, 13, 13, 13]"
2533,18,23,41,False,18+23=41EOSPADPADPADPAD,"[1, 8, 10, 2, 3, 11, 4, 1, 12, 13, 13, 13, 13]"
2534,18,24,42,False,18+24=42EOSPADPADPADPAD,"[1, 8, 10, 2, 4, 11, 4, 2, 12, 13, 13, 13, 13]"
2535,18,25,43,False,18+25=43EOSPADPADPADPAD,"[1, 8, 10, 2, 5, 11, 4, 3, 12, 13, 13, 13, 13]"
2536,18,26,44,True,18+26=44EOSPADPADPADPAD,"[1, 8, 10, 2, 6, 11, 4, 4, 12, 13, 13, 13, 13]"
2537,18,27,45,True,18+27=45EOSPADPADPADPAD,"[1, 8, 10, 2, 7, 11, 4, 5, 12, 13, 13, 13, 13]"
2538,18,28,46,False,18+28=46EOSPADPADPADPAD,"[1, 8, 10, 2, 8, 11, 4, 6, 12, 13, 13, 13, 13]"
2539,18,29,47,False,18+29=47EOSPADPADPADPAD,"[1, 8, 10, 2, 9, 11, 4, 7, 12, 13, 13, 13, 13]"
2540,18,30,48,False,18+30=48EOSPADPADPADPAD,"[1, 8, 10, 3, 0, 11, 4, 8, 12, 13, 13, 13, 13]"
2541,18,31,49,False,18+31=49EOSPADPADPADPAD,"[1, 8, 10, 3, 1, 11, 4, 9, 12, 13, 13, 13, 13]"
2542,18,32,50,False,18+32=50EOSPADPADPADPAD,"[1, 8, 10, 3, 2, 11, 5, 0, 12, 13, 13, 13, 13]"
2543,18,33,51,True,18+33=51EOSPADPADPADPAD,"[1, 8, 10, 3, 3, 11, 5, 1, 12, 13, 13, 13, 13]"
2544,18,34,52,False,18+34=52EOSPADPADPADPAD,"[1, 8, 10, 3, 4, 11, 5, 2, 12, 13, 13, 13, 13]"
2545,18,35,53,False,18+35=53EOSPADPADPADPAD,"[1, 8, 10, 3, 5, 11, 5, 3, 12, 13, 13, 13, 13]"
2546,18,36,54,False,18+36=54EOSPADPADPADPAD,"[1, 8, 10, 3, 6, 11, 5, 4, 12, 13, 13, 13, 13]"
2547,18,37,55,False,18+37=55EOSPADPADPADPAD,"[1, 8, 10, 3, 7, 11, 5, 5, 12, 13, 13, 13, 13]"
2548,18,38,56,True,18+38=56EOSPADPADPADPAD,"[1, 8, 10, 3, 8, 11, 5, 6, 12, 13, 13, 13, 13]"
2549,18,39,57,False,18+39=57EOSPADPADPADPAD,"[1, 8, 10, 3, 9, 11, 5, 7, 12, 13, 13, 13, 13]"
2550,18,40,58,True,18+40=58EOSPADPADPADPAD,"[1, 8, 10, 4, 0, 11, 5, 8, 12, 13, 13, 13, 13]"
2551,18,41,59,False,18+41=59EOSPADPADPADPAD,"[1, 8, 10, 4, 1, 11, 5, 9, 12, 13, 13, 13, 13]"
2552,18,42,60,False,18+42=60EOSPADPADPADPAD,"[1, 8, 10, 4, 2, 11, 6, 0, 12, 13, 13, 13, 13]"
2553,18,43,61,True,18+43=61EOSPADPADPADPAD,"[1, 8, 10, 4, 3, 11, 6, 1, 12, 13, 13, 13, 13]"
2554,18,44,62,True,18+44=62EOSPADPADPADPAD,"[1, 8, 10, 4, 4, 11, 6, 2, 12, 13, 13, 13, 13]"
2555,18,45,63,False,18+45=63EOSPADPADPADPAD,"[1, 8, 10, 4, 5, 11, 6, 3, 12, 13, 13, 13, 13]"
2556,18,46,64,True,18+46=64EOSPADPADPADPAD,"[1, 8, 10, 4, 6, 11, 6, 4, 12, 13, 13, 13, 13]"
2557,18,47,65,True,18+47=65EOSPADPADPADPAD,"[1, 8, 10, 4, 7, 11, 6, 5, 12, 13, 13, 13, 13]"
2558,18,48,66,False,18+48=66EOSPADPADPADPAD,"[1, 8, 10, 4, 8, 11, 6, 6, 12, 13, 13, 13, 13]"
2559,18,49,67,True,18+49=67EOSPADPADPADPAD,"[1, 8, 10, 4, 9, 11, 6, 7, 12, 13, 13, 13, 13]"
2560,18,50,68,True,18+50=68EOSPADPADPADPAD,"[1, 8, 10, 5, 0, 11, 6, 8, 12, 13, 13, 13, 13]"
2561,18,51,69,False,18+51=69EOSPADPADPADPAD,"[1, 8, 10, 5, 1, 11, 6, 9, 12, 13, 13, 13, 13]"
2562,18,52,70,False,18+52=70EOSPADPADPADPAD,"[1, 8, 10, 5, 2, 11, 7, 0, 12, 13, 13, 13, 13]"
2563,18,53,71,False,18+53=71EOSPADPADPADPAD,"[1, 8, 10, 5, 3, 11, 7, 1, 12, 13, 13, 13, 13]"
2564,18,54,72,False,18+54=72EOSPADPADPADPAD,"[1, 8, 10, 5, 4, 11, 7, 2, 12, 13, 13, 13, 13]"
2565,18,55,73,False,18+55=73EOSPADPADPADPAD,"[1, 8, 10, 5, 5, 11, 7, 3, 12, 13, 13, 13, 13]"
2566,18,56,74,False,18+56=74EOSPADPADPADPAD,"[1, 8, 10, 5, 6, 11, 7, 4, 12, 13, 13, 13, 13]"
2567,18,57,75,False,18+57=75EOSPADPADPADPAD,"[1, 8, 10, 5, 7, 11, 7, 5, 12, 13, 13, 13, 13]"
2568,18,58,76,True,18+58=76EOSPADPADPADPAD,"[1, 8, 10, 5, 8, 11, 7, 6, 12, 13, 13, 13, 13]"
2569,18,59,77,False,18+59=77EOSPADPADPADPAD,"[1, 8, 10, 5, 9, 11, 7, 7, 12, 13, 13, 13, 13]"
2570,18,60,78,True,18+60=78EOSPADPADPADPAD,"[1, 8, 10, 6, 0, 11, 7, 8, 12, 13, 13, 13, 13]"
2571,18,61,79,True,18+61=79EOSPADPADPADPAD,"[1, 8, 10, 6, 1, 11, 7, 9, 12, 13, 13, 13, 13]"
2572,18,62,80,False,18+62=80EOSPADPADPADPAD,"[1, 8, 10, 6, 2, 11, 8, 0, 12, 13, 13, 13, 13]"
2573,18,63,81,True,18+63=81EOSPADPADPADPAD,"[1, 8, 10, 6, 3, 11, 8, 1, 12, 13, 13, 13, 13]"
2574,18,64,82,False,18+64=82EOSPADPADPADPAD,"[1, 8, 10, 6, 4, 11, 8, 2, 12, 13, 13, 13, 13]"
2575,18,65,83,True,18+65=83EOSPADPADPADPAD,"[1, 8, 10, 6, 5, 11, 8, 3, 12, 13, 13, 13, 13]"
2576,18,66,84,True,18+66=84EOSPADPADPADPAD,"[1, 8, 10, 6, 6, 11, 8, 4, 12, 13, 13, 13, 13]"
2577,18,67,85,True,18+67=85EOSPADPADPADPAD,"[1, 8, 10, 6, 7, 11, 8, 5, 12, 13, 13, 13, 13]"
2578,18,68,86,False,18+68=86EOSPADPADPADPAD,"[1, 8, 10, 6, 8, 11, 8, 6, 12, 13, 13, 13, 13]"
2579,18,69,87,False,18+69=87EOSPADPADPADPAD,"[1, 8, 10, 6, 9, 11, 8, 7, 12, 13, 13, 13, 13]"
2580,18,70,88,False,18+70=88EOSPADPADPADPAD,"[1, 8, 10, 7, 0, 11, 8, 8, 12, 13, 13, 13, 13]"
2581,18,71,89,False,18+71=89EOSPADPADPADPAD,"[1, 8, 10, 7, 1, 11, 8, 9, 12, 13, 13, 13, 13]"
2582,18,72,90,False,18+72=90EOSPADPADPADPAD,"[1, 8, 10, 7, 2, 11, 9, 0, 12, 13, 13, 13, 13]"
2583,18,73,91,True,18+73=91EOSPADPADPADPAD,"[1, 8, 10, 7, 3, 11, 9, 1, 12, 13, 13, 13, 13]"
2584,18,74,92,True,18+74=92EOSPADPADPADPAD,"[1, 8, 10, 7, 4, 11, 9, 2, 12, 13, 13, 13, 13]"
2585,18,75,93,True,18+75=93EOSPADPADPADPAD,"[1, 8, 10, 7, 5, 11, 9, 3, 12, 13, 13, 13, 13]"
2586,18,76,94,True,18+76=94EOSPADPADPADPAD,"[1, 8, 10, 7, 6, 11, 9, 4, 12, 13, 13, 13, 13]"
2587,18,77,95,True,18+77=95EOSPADPADPADPAD,"[1, 8, 10, 7, 7, 11, 9, 5, 12, 13, 13, 13, 13]"
2588,18,78,96,False,18+78=96EOSPADPADPADPAD,"[1, 8, 10, 7, 8, 11, 9, 6, 12, 13, 13, 13, 13]"
2589,18,79,97,True,18+79=97EOSPADPADPADPAD,"[1, 8, 10, 7, 9, 11, 9, 7, 12, 13, 13, 13, 13]"
2590,18,80,98,False,18+80=98EOSPADPADPADPAD,"[1, 8, 10, 8, 0, 11, 9, 8, 12, 13, 13, 13, 13]"
2591,18,81,99,False,18+81=99EOSPADPADPADPAD,"[1, 8, 10, 8, 1, 11, 9, 9, 12, 13, 13, 13, 13]"
2592,18,82,100,False,18+82=100EOSPADPADPAD,"[1, 8, 10, 8, 2, 11, 1, 0, 0, 12, 13, 13, 13]"
2593,18,83,101,False,18+83=101EOSPADPADPAD,"[1, 8, 10, 8, 3, 11, 1, 0, 1, 12, 13, 13, 13]"
2594,18,84,102,True,18+84=102EOSPADPADPAD,"[1, 8, 10, 8, 4, 11, 1, 0, 2, 12, 13, 13, 13]"
2595,18,85,103,False,18+85=103EOSPADPADPAD,"[1, 8, 10, 8, 5, 11, 1, 0, 3, 12, 13, 13, 13]"
2596,18,86,104,True,18+86=104EOSPADPADPAD,"[1, 8, 10, 8, 6, 11, 1, 0, 4, 12, 13, 13, 13]"
2597,18,87,105,True,18+87=105EOSPADPADPAD,"[1, 8, 10, 8, 7, 11, 1, 0, 5, 12, 13, 13, 13]"
2598,18,88,106,False,18+88=106EOSPADPADPAD,"[1, 8, 10, 8, 8, 11, 1, 0, 6, 12, 13, 13, 13]"
2599,18,89,107,True,18+89=107EOSPADPADPAD,"[1, 8, 10, 8, 9, 11, 1, 0, 7, 12, 13, 13, 13]"
2600,18,90,108,False,18+90=108EOSPADPADPAD,"[1, 8, 10, 9, 0, 11, 1, 0, 8, 12, 13, 13, 13]"
2601,18,91,109,False,18+91=109EOSPADPADPAD,"[1, 8, 10, 9, 1, 11, 1, 0, 9, 12, 13, 13, 13]"
2602,18,92,110,False,18+92=110EOSPADPADPAD,"[1, 8, 10, 9, 2, 11, 1, 1, 0, 12, 13, 13, 13]"
2603,18,93,111,True,18+93=111EOSPADPADPAD,"[1, 8, 10, 9, 3, 11, 1, 1, 1, 12, 13, 13, 13]"
2604,18,94,112,False,18+94=112EOSPADPADPAD,"[1, 8, 10, 9, 4, 11, 1, 1, 2, 12, 13, 13, 13]"
2605,18,95,113,True,18+95=113EOSPADPADPAD,"[1, 8, 10, 9, 5, 11, 1, 1, 3, 12, 13, 13, 13]"
2606,18,96,114,False,18+96=114EOSPADPADPAD,"[1, 8, 10, 9, 6, 11, 1, 1, 4, 12, 13, 13, 13]"
2607,18,97,115,True,18+97=115EOSPADPADPAD,"[1, 8, 10, 9, 7, 11, 1, 1, 5, 12, 13, 13, 13]"
2608,18,98,116,True,18+98=116EOSPADPADPAD,"[1, 8, 10, 9, 8, 11, 1, 1, 6, 12, 13, 13, 13]"
2609,18,99,117,False,18+99=117EOSPADPADPAD,"[1, 8, 10, 9, 9, 11, 1, 1, 7, 12, 13, 13, 13]"
2610,19,10,29,True,19+10=29EOSPADPADPADPAD,"[1, 9, 10, 1, 0, 11, 2, 9, 12, 13, 13, 13, 13]"
2611,19,11,30,True,19+11=30EOSPADPADPADPAD,"[1, 9, 10, 1, 1, 11, 3, 0, 12, 13, 13, 13, 13]"
2612,19,12,31,True,19+12=31EOSPADPADPADPAD,"[1, 9, 10, 1, 2, 11, 3, 1, 12, 13, 13, 13, 13]"
2613,19,13,32,True,19+13=32EOSPADPADPADPAD,"[1, 9, 10, 1, 3, 11, 3, 2, 12, 13, 13, 13, 13]"
2614,19,14,33,False,19+14=33EOSPADPADPADPAD,"[1, 9, 10, 1, 4, 11, 3, 3, 12, 13, 13, 13, 13]"
2615,19,15,34,False,19+15=34EOSPADPADPADPAD,"[1, 9, 10, 1, 5, 11, 3, 4, 12, 13, 13, 13, 13]"
2616,19,16,35,True,19+16=35EOSPADPADPADPAD,"[1, 9, 10, 1, 6, 11, 3, 5, 12, 13, 13, 13, 13]"
2617,19,17,36,True,19+17=36EOSPADPADPADPAD,"[1, 9, 10, 1, 7, 11, 3, 6, 12, 13, 13, 13, 13]"
2618,19,18,37,False,19+18=37EOSPADPADPADPAD,"[1, 9, 10, 1, 8, 11, 3, 7, 12, 13, 13, 13, 13]"
2619,19,19,38,True,19+19=38EOSPADPADPADPAD,"[1, 9, 10, 1, 9, 11, 3, 8, 12, 13, 13, 13, 13]"
2620,19,20,39,False,19+20=39EOSPADPADPADPAD,"[1, 9, 10, 2, 0, 11, 3, 9, 12, 13, 13, 13, 13]"
2621,19,21,40,False,19+21=40EOSPADPADPADPAD,"[1, 9, 10, 2, 1, 11, 4, 0, 12, 13, 13, 13, 13]"
2622,19,22,41,True,19+22=41EOSPADPADPADPAD,"[1, 9, 10, 2, 2, 11, 4, 1, 12, 13, 13, 13, 13]"
2623,19,23,42,True,19+23=42EOSPADPADPADPAD,"[1, 9, 10, 2, 3, 11, 4, 2, 12, 13, 13, 13, 13]"
